Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Instagram,Twitter,Facebook,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber,Telegram,YouTube,Широта,Долгота,2GIS URL
Юничел,магазин кожаной обуви,Обувные магазины; Детская обувь; Обувная косметика / Аксессуары; Сумки / Кожгалантерея,"проспект Абылай хана, 177а",120 бутик; 1 этаж,,,,Каскелен,Карасайский район,Алматинская область,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-18:00,+05:00,5.0,1,87084751450,,,,,http://unichel-shop.kz,,,,,https://vk.com/unichel,,,,,,,43.199385,76.629898,https://2gis.com/firm/70000001051468308
Мир обуви,бутик обуви,Обувные магазины,"проспект Абылай хана, 177а",307 бутик; 3 этаж,,,,Каскелен,Карасайский район,Алматинская область,Казахстан,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-19:00; Вс: 09:00-19:00,+05:00,,,87023987543,,,,,,,https://instagram.com/lady_shoes_kaskelen,,,,https://wa.me/77023987543,,,,,,43.199385,76.629898,https://2gis.com/firm/70000001065203539
Салон немецкой обуви,,Обувные магазины,"проспект Абылай хана, 90",109 бутик; 1 этаж,,,,Каскелен,Карасайский район,Алматинская область,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-19:00,+05:00,1.0,1,88000700255,,,,,http://respect.kz,,https://instagram.com/respect_kazakhstan,,,,https://wa.me/77477055555,,,,,,43.203375,76.61988,https://2gis.com/firm/70000001055824629
Ruiza484,бутик одежды,Обувные магазины; Женская одежда; Мужская одежда; Детская одежда,"улица Абдигулова, 34",3 бутик; 1 этаж,041608,,,,Талгарский район,Алматинская область,Казахстан,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00; Вс: 10:00-18:00,+05:00,,,87074555214,,,,,,,https://instagram.com/ruiza484,,,,https://wa.me/77074555214,,,,,,43.310638,77.101786,https://2gis.com/firm/70000001068735001
Rocket bro,магазин мужской одежды,Обувные магазины; Мужская одежда; Сумки / Кожгалантерея,"улица Кабдолова, 1",,050062,,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,,,87475066589,87074448588,,,,,,,,,,https://wa.me/77074448588,https://wa.me/77475066589,,,,,43.238912,76.856949,https://2gis.com/firm/70000001082786471
Барахолка,магазин одежды,Обувные магазины; Женская одежда; Мужская одежда; Детская одежда,"улица Жамбыла, 9а",1 этаж,,3-й м-н,,Конаев,Конаев городская администрация,Алматинская область,Казахстан,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00,+05:00,,,,,,,,,,,,,,,,,,,,43.855032,77.058948,https://2gis.com/firm/70000001054996883
Mr.Xan,бутик мужской одежды,Обувные магазины; Мужская одежда,"Ташкентский тракт, 17к",1 этаж,040916,,,Алматы,Карасайский район,Алматы,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,3.7,3,87077390707,,,,,,,https://instagram.com/mrxan.co,,,,https://wa.me/77077390707,,,,,,43.234132,76.77744,https://2gis.com/firm/70000001047473627
Арзан Грес,магазин одежды и товаров для дома,Обувные магазины; Мужская одежда; Женская одежда; Верхняя одежда; Посуда,"улица Спортивная, 9г",,040700,,,,Илийский район,Алматинская область,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+05:00,,,87082388143,,,,,http://tiktok.com/@arzangreskz,,,,,,https://wa.me/77082388143,,,,,,43.409482,77.017349,https://2gis.com/firm/70000001081556463
Одежда для всей семьи,магазин,Обувные магазины; Детская одежда; Женская одежда; Мужская одежда,"улица Аптечная, 2в",,040729,,,,Илийский район,Алматинская область,Казахстан,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00,+05:00,,,87078353087,,,,,,,,,,,https://wa.me/77078353087,,,,,,43.410302,76.913962,https://2gis.com/firm/70000001079219572
Магазин обуви,,Обувные магазины,"улица Осипенко, 18а",,050011,,Турксибский район,Алматы,,Алматы,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,,,87026590559,,,,,,,,,,,https://wa.me/77026590559,,,,,,43.340611,76.94665,https://2gis.com/firm/70000001046028732
Mir obuvi,магазин,Обувные магазины,"улица Осипенко, 5а",1 этаж,050011,,Турксибский район,Алматы,,Алматы,Казахстан,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-19:00; Вс: 09:00-19:00,+05:00,1.0,1,,,,,,,,,,,,,,,,,,43.340946,76.946641,https://2gis.com/firm/70000001038428772
Магазин обуви,,Обувные магазины,"улица Рихарда Зорге, 2г",1 этаж,050011,,Турксибский район,Алматы,,Алматы,Казахстан,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00; Вс: 09:00-18:00,+05:00,3.0,2,,,,,,,,,,,,,,,,,,43.339763,76.950368,https://2gis.com/firm/70000001040557157
Talgar shop,магазин,Обувные магазины; Женская одежда; Детская одежда; Мужская одежда; Чулочно-носочные изделия,"улица Абая, 14а",1 этаж,,,,Талгар,Талгарский район,Алматинская область,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+05:00,2.7,3,87473332014,,,,,,,https://instagram.com/talgar_shopp,,,,https://wa.me/77473332014,,,,,,43.309327,77.22483,https://2gis.com/firm/70000001045576613
Shop house,магазин одежды,Обувные магазины; Мужская одежда; Женская одежда,"улица Рыскулова, 73",,050067,Таусамалы м-н,Наурызбайский район,Алматы,,Алматы,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 12:00-18:00,+05:00,,,87770309060,,,,,,,https://instagram.com/shop_house_almaty,,,,https://wa.me/77770309060,,,,,,43.190898,76.828489,https://2gis.com/firm/9429940001561498
Mega Talgar,магазин одежды,Обувные магазины; Женская одежда; Мужская одежда; Детская одежда; Сумки / Кожгалантерея,"улица Айтеке би, 18",2 этаж,,,,Талгар,Талгарский район,Алматинская область,Казахстан,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+05:00,,,,,,,,,,https://instagram.com/mega.talgar,,,,,,,,,,43.307126,77.243254,https://2gis.com/firm/70000001045277938
Жолдыбай,магазин одежды,Обувные магазины; Женская одежда; Мужская одежда; Детская одежда; Часы / Аксессуары,"улица Жибек Жолы, 70/1",,,,,,Илийский район,Алматинская область,Казахстан,"Пн: 09:00-12:00, 13:00-20:00; Вт: 09:00-12:00, 13:00-20:00; Ср: 09:00-12:00, 13:00-20:00; Чт: 09:00-12:00, 13:00-20:00; Пт: 09:00-12:00, 13:00-20:00; Сб: 09:00-12:00, 13:00-20:00; Вс: 09:00-12:00, 13:00-20:00",+05:00,,,,,,,,,,https://instagram.com/joldybai_sauda,,,,,,,,,,43.476952,76.810222,https://2gis.com/firm/70000001052085767
Коктем,магазин,Обувные магазины; Женская одежда; Мужская одежда; Детская одежда; Посуда,"улица Бабаева, 11а",,,,,,Карасайский район,Алматинская область,Казахстан,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+05:00,3.0,2,87718488510,,,,,,,,,,,https://wa.me/77718488510,,,,,,43.367239,76.712236,https://2gis.com/firm/70000001051352454
Тренд&Бренд,магазин,Обувные магазины; Женская одежда; Мужская одежда,"улица Жамбыла, 1Б",,040718,,,,Илийский район,Алматинская область,Казахстан,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+05:00,,,87081826601,,,,,,,https://instagram.com/trend_brend_ashibulaq,,,,https://wa.me/77081826601,,,,,,43.430256,76.854169,https://2gis.com/firm/70000001065097227
SuperStep,магазин мультибрендовой обуви,Обувные магазины,"Кульджинский тракт, 106",,,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,,,,,,,,,,,,,,,,,,,,43.315414,77.022942,https://2gis.com/firm/70000001088022380
Стиль,магазин женской одежды и аксессуаров,Обувные магазины; Женская одежда; Сумки / Кожгалантерея; Бижутерия,"улица Титова, 18",1 этаж,040700,,,,Илийский район,Алматинская область,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 11:00-17:00,+05:00,5.0,3,87275220477,87084591988,,,,,,,,,,https://wa.me/77084591988,,,,,,43.420243,77.019558,https://2gis.com/firm/9429940000970090
Обувной магазин,,Обувные магазины; Детская обувь,"улица Райымбек батыра, 28а",,041609,,,,Талгарский район,Алматинская область,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+05:00,5.0,2,87078280313,87078257676,,,,,,https://instagram.com/obuv_besagash,,,,https://wa.me/77078257676,https://wa.me/77078280313,,,,,43.300194,77.047378,https://2gis.com/firm/70000001039454059
Эконом Планета,магазин одежды и обуви,Обувные магазины; Детская одежда; Мужская одежда; Женская одежда; Детская обувь,"улица Жансугурова, 148",цокольный этаж,040700,Куат м-н,,,Илийский район,Алматинская область,Казахстан,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+05:00,,,87006782600,,,,,,,https://instagram.com/econom.planeta.gres,,,,https://wa.me/77006782600,,,,,,43.409422,77.018035,https://2gis.com/firm/70000001071197122
Магазин одежды для всей семьи,,Обувные магазины; Женская одежда; Мужская одежда; Детская одежда; Сумки / Кожгалантерея,"улица Жансугурова, 118",2 этаж,040700,Куат м-н,,,Илийский район,Алматинская область,Казахстан,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+05:00,,,,,,,,,,https://instagram.com/gres.big.shop,,,,,,,,,,43.416671,77.021357,https://2gis.com/firm/70000001078801897
Aisha_kids_gres,бутик детской одежды и обуви ,Обувные магазины; Детская одежда,"улица Титова, 29а",,040700,,,,Илийский район,Алматинская область,Казахстан,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00; Вс: 10:00-18:00,+05:00,,,87753455967,87078777446,,,,,,https://instagram.com/aisha_kids_gres,,,,https://wa.me/77078777446,https://wa.me/77753455967,,,,,43.420314,77.020631,https://2gis.com/firm/70000001086861848
Dariya_shop,,Обувные магазины; Детская одежда; Женская одежда; Игрушки,"улица Абдигулова, 34",23 бутик; 1 этаж,041608,,,,Талгарский район,Алматинская область,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+05:00,,,87075454706,,,,,,,https://instagram.com/dariya_shop_belbulak,,,,https://wa.me/77075454706,,,,,,43.311138,77.101976,https://2gis.com/firm/70000001037176484
Mino shop,интернет-магазин женской обуви,Обувные магазины,,,,,,,Илийский район,Алматинская область,Казахстан,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00; Вс: 09:00-18:00,+05:00,,,87757737958,,,,,,,https://instagram.com/mino_shop_almaty1,,,,https://wa.me/77757737958,,,,,,,,https://2gis.com/firm/70000001070536960
Обувной магазин,,Обувные магазины; Детская обувь,"улица Мустафина, 5Б",,050043,Орбита-3 м-н,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,,,,,,,,,,,,,,,,,,,,43.198943,76.879683,https://2gis.com/firm/70000001079912714
Shalyzem,магазин брендовой одежды для всей семьи,Обувные магазины; Мужская одежда; Женская одежда; Секонд-хенд,"микрорайон Аксай-4, 20Б",2 этаж,050063,Аксай-4 м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00; Вс: 10:00-18:00,+05:00,2.3,3,87078861010 (единый номер: пн-вс 10:00-20:00),,,,,,,https://instagram.com/shalyzem,,,,https://wa.me/77078861010,,,,,,43.230948,76.834284,https://2gis.com/firm/70000001039865308
